index,Age,Workclass,Education-Num,Marital Status,Occupation,Relationship,Race,Sex,Capital Gain,Capital Loss,Hours per week,Country,INCOME
10845,23,3,4,0,0,0,4,1,0,0,35,39,0
10846,20,7,9,4,8,0,4,0,0,0,40,39,0
10847,42,4,9,2,4,4,4,1,0,0,48,39,0
10848,32,4,9,2,3,4,4,1,99999,0,40,39,1
10849,45,4,13,2,4,4,4,1,0,0,38,39,1
10850,35,4,4,6,8,1,4,0,0,0,80,39,0
10851,22,4,9,2,3,3,4,1,0,0,40,39,0
10852,34,4,10,4,1,1,4,0,0,0,38,39,0
10853,28,4,13,4,1,0,4,0,0,0,40,39,0
10854,38,4,13,0,9,1,4,0,0,0,24,39,0
10855,48,2,10,2,11,4,4,1,0,0,42,39,1
10856,22,0,10,4,0,0,4,1,0,0,40,39,0
10857,34,4,14,2,3,4,4,1,0,0,40,26,0
10858,25,4,9,2,1,5,4,0,0,0,50,39,1
10859,23,2,9,4,10,0,4,0,0,0,40,39,0
10860,38,4,10,2,12,4,4,1,0,0,60,39,1
10861,43,4,9,4,8,1,2,0,0,0,40,39,0
10862,49,2,9,2,7,4,2,1,0,0,40,39,1
10863,23,4,10,0,1,0,4,1,0,0,40,39,0
10864,57,4,9,0,1,0,4,0,0,0,40,39,0
10865,24,4,13,4,13,3,4,1,0,0,40,39,0
10866,44,5,10,2,3,4,4,1,0,0,58,39,1
10867,34,4,12,0,3,0,4,1,0,0,50,39,0
10868,29,2,10,2,10,4,4,1,0,0,40,39,0
10869,29,4,7,4,8,1,2,0,0,0,40,39,0
10870,35,4,9,2,14,4,4,1,0,0,50,39,1
10871,48,4,9,2,3,4,4,1,0,0,40,39,0
10872,38,4,9,4,3,0,4,1,0,0,36,39,0
10873,42,2,9,0,11,1,4,0,0,0,50,39,0
10874,53,4,10,6,4,1,4,0,0,0,40,39,0
10875,29,4,15,4,10,0,4,0,0,0,55,39,0
10876,59,4,13,2,12,4,4,1,0,0,72,39,0
10877,31,4,9,4,3,1,4,1,0,0,40,39,0
10878,34,4,9,2,3,4,4,1,0,0,40,39,0
10879,51,4,13,0,4,0,4,1,0,2559,50,39,1
10880,25,4,9,4,7,3,4,1,4416,0,40,39,0
10881,28,0,9,0,0,3,4,0,0,0,10,39,0
10882,30,4,9,2,3,4,4,1,0,1848,40,39,1
10883,46,4,9,0,6,0,4,0,0,0,48,39,0
10884,45,4,9,4,8,1,2,0,0,0,40,39,0
10885,23,4,10,4,4,2,2,0,0,0,40,39,0
10886,33,4,12,0,7,0,4,0,0,0,42,39,0
10887,44,4,13,2,13,5,4,0,0,0,20,39,1
10888,25,4,9,4,8,3,4,1,0,0,40,8,0
10889,48,7,10,0,8,3,4,1,0,0,40,39,0
10890,23,4,9,4,12,0,4,0,0,0,40,39,0
10891,33,6,11,2,10,5,4,0,3103,0,50,39,1
10892,20,4,10,2,12,2,4,0,0,0,30,39,0
10893,23,4,13,4,10,0,4,0,0,0,40,39,0
10894,71,4,9,6,1,0,4,0,0,0,40,39,0
10895,22,7,13,4,10,0,4,0,0,0,40,39,0
10896,36,4,13,2,10,4,4,1,15024,0,50,39,1
10897,27,4,7,4,3,2,4,1,0,0,60,39,0
10898,40,4,9,4,8,0,4,0,0,0,35,39,0
10899,30,4,10,0,7,1,4,1,0,0,50,39,0
10900,30,7,11,2,11,4,4,1,0,0,40,39,0
10901,30,4,10,2,7,4,4,1,0,0,40,39,0
10902,35,4,13,2,10,4,4,1,5013,0,40,39,0
10903,39,4,9,4,1,1,2,0,0,0,40,39,0
10904,39,1,9,2,1,4,4,1,0,0,50,39,0
10905,74,4,3,2,14,4,2,1,0,0,40,39,0
10906,32,5,10,2,4,4,4,1,15024,0,50,39,1
10907,25,4,9,2,14,4,2,1,0,0,40,39,0
10908,64,4,10,0,4,1,4,0,0,0,40,39,0
10909,47,6,9,2,7,4,4,1,7298,0,40,39,1
10910,37,4,13,2,4,5,4,0,0,0,37,39,1
10911,47,4,9,2,3,4,4,1,0,0,40,39,1
10912,33,4,9,2,7,4,4,1,0,0,40,39,1
10913,40,4,11,0,10,1,4,0,0,0,40,39,1
10914,22,4,9,4,8,0,2,1,0,0,80,39,0
10915,56,4,9,2,7,4,4,1,0,0,40,39,0
10916,37,4,9,4,1,3,4,0,0,0,55,39,0
10917,30,5,10,2,4,4,4,1,0,0,70,39,0
10918,20,4,8,4,10,0,4,0,0,0,35,22,0
10919,53,7,14,2,4,4,4,1,15024,0,38,39,1
10920,43,4,13,2,3,4,4,1,0,0,48,39,1
10921,23,4,9,2,14,4,4,1,0,0,40,39,0
10922,43,6,9,2,3,4,4,1,0,0,30,39,0
10923,30,4,9,4,6,3,4,1,0,0,40,39,0
10924,20,4,10,4,1,3,4,0,0,0,46,39,0
10925,22,4,11,4,3,3,4,1,0,0,40,39,0
10926,38,4,13,4,4,0,4,1,0,0,50,39,0
10927,54,6,10,2,12,4,4,1,0,0,40,39,0
10928,23,4,9,4,3,0,4,1,0,0,40,39,0
10929,46,4,9,2,14,4,2,1,0,0,40,39,0
10930,59,4,6,2,7,4,4,1,0,0,40,39,0
10931,28,0,6,0,0,0,4,1,0,0,50,39,0
10932,18,0,8,4,0,0,4,1,0,0,25,39,0
10933,41,2,11,4,8,0,4,1,0,0,40,39,0
10934,42,4,11,2,14,4,4,1,0,0,48,39,0
10935,58,4,10,2,4,4,4,1,0,0,40,39,1
10936,24,4,9,2,12,4,4,1,0,0,50,39,0
10937,39,4,13,2,1,4,4,1,0,0,45,39,1
10938,28,4,13,4,13,0,4,0,0,1980,35,39,0
10939,25,4,14,4,12,0,4,1,0,0,55,39,0
10940,29,4,10,0,12,1,4,0,0,0,54,39,0
10941,53,4,3,2,3,4,4,1,0,0,40,39,0
10942,63,2,9,2,11,4,4,1,0,0,40,39,0
10943,26,7,11,0,4,0,4,0,0,0,38,39,0
10944,21,4,9,4,6,0,4,1,3674,0,50,39,0
10945,45,4,10,2,3,4,4,1,0,0,40,39,1
10946,29,4,11,4,1,3,4,0,0,0,40,39,0
10947,72,2,16,2,4,4,4,1,0,1258,40,39,0
10948,51,4,6,3,3,2,4,1,0,0,40,39,0
10949,21,4,5,3,6,3,4,1,0,0,40,39,0
10950,38,4,10,0,12,1,2,0,0,0,40,39,0
10951,38,4,13,2,10,5,4,0,0,0,40,39,1
10952,46,4,14,2,10,4,4,1,0,0,41,39,0
10953,31,6,13,0,4,1,4,1,0,0,60,39,1
10954,68,2,6,5,8,0,2,0,0,0,90,39,0
10955,43,0,9,2,0,4,4,1,0,0,40,39,0
10956,21,4,9,4,12,3,4,1,0,0,40,39,0
10957,44,4,13,2,10,4,4,1,0,0,3,39,0
10958,56,1,16,2,10,4,4,1,0,0,40,39,1
10959,20,0,9,4,0,3,4,1,0,0,12,39,0
10960,36,4,9,2,3,4,4,1,5178,0,40,39,1
10961,21,4,9,4,1,0,4,0,0,0,25,39,0
10962,21,4,10,4,11,0,2,0,99999,0,40,39,1
10963,52,2,10,2,3,4,4,1,0,0,40,39,0
10964,56,5,16,2,10,4,4,1,99999,0,70,39,1
10965,52,4,13,6,8,0,4,0,0,2824,20,39,1
10966,51,6,13,2,4,4,4,1,0,0,25,39,0
10967,29,4,9,0,7,1,4,1,0,0,40,39,0
10968,36,4,10,4,3,0,2,1,0,0,55,39,0
10969,29,4,9,2,5,4,4,1,0,0,55,39,0
10970,21,4,9,4,12,3,4,0,0,0,30,39,0
10971,58,4,2,2,5,4,4,1,0,0,40,39,0
10972,37,4,9,4,7,0,4,1,0,0,40,39,0
10973,50,4,10,0,3,0,2,0,0,0,45,39,0
10974,30,4,9,4,6,0,4,1,0,0,50,11,0
10975,29,4,9,4,5,3,2,1,0,0,30,39,0
10976,48,6,9,2,3,4,4,1,0,0,40,39,0
10977,50,6,4,2,5,4,4,1,0,0,40,39,0
10978,39,4,12,2,1,5,4,0,0,0,25,39,1
10979,35,1,15,2,10,4,4,1,0,0,55,39,0
10980,54,4,9,2,13,4,4,1,7688,0,25,39,1
10981,24,4,9,2,8,5,4,0,0,0,25,39,0
10982,20,4,9,4,6,2,4,1,0,0,45,39,0
10983,30,6,10,2,12,4,0,1,0,0,55,39,1
10984,19,6,9,4,1,3,1,0,0,0,30,39,0
10985,26,4,9,4,12,0,2,1,0,0,40,39,0
10986,38,4,9,2,12,4,4,1,0,1977,99,39,1
10987,25,4,10,4,8,0,4,0,0,0,40,39,0
10988,33,4,10,0,3,1,4,1,0,0,50,39,0
10989,60,2,13,2,10,4,4,1,7298,0,40,39,1
10990,30,4,10,4,6,0,4,1,0,0,40,39,0
10991,30,4,13,4,10,0,4,1,0,0,40,39,0
10992,19,4,4,4,8,0,4,0,0,0,40,39,0
10993,23,4,9,4,3,3,4,1,0,0,40,39,0
10994,27,4,10,2,10,4,4,1,0,0,40,39,1
10995,20,0,10,4,0,0,4,1,0,0,40,39,0
10996,39,7,12,2,11,4,4,1,0,0,52,39,0
10997,33,4,4,2,5,4,4,1,0,0,45,26,0
10998,65,4,9,2,5,4,4,1,0,0,24,39,0
10999,34,4,13,2,4,4,4,1,0,0,50,39,1
11000,20,4,9,4,12,3,4,0,0,0,25,26,0
11001,23,0,10,4,0,0,4,1,0,0,40,39,0
11002,25,4,6,4,3,3,4,1,0,0,40,39,0
11003,28,4,13,4,4,0,4,0,0,1564,50,39,1
11004,31,4,7,4,6,3,4,1,0,0,25,39,0
11005,28,7,13,4,10,3,4,1,6849,0,40,39,0
11006,37,4,9,0,8,0,4,0,0,0,40,39,0
11007,52,4,10,2,4,4,4,1,0,1977,50,39,1
11008,66,1,11,6,8,1,2,0,3273,0,40,39,0
11009,31,4,9,4,8,0,4,1,0,0,40,39,0
11010,37,4,13,2,4,4,4,1,0,0,50,39,1
11011,45,1,13,2,1,4,4,1,5013,0,45,39,0
11012,45,4,12,0,4,1,4,1,0,0,40,39,0
11013,44,4,9,2,12,4,4,1,0,0,60,39,0
11014,32,2,13,0,10,0,4,1,0,0,40,39,0
11015,35,4,9,2,7,4,4,1,0,0,60,39,1
11016,53,4,7,0,14,0,4,1,0,0,40,2,0
11017,54,4,10,2,3,4,4,1,3103,0,40,11,1
11018,43,4,11,2,3,4,4,1,0,0,40,39,0
11019,30,4,10,4,3,1,4,1,0,0,40,39,0
11020,49,4,10,0,4,0,4,1,3325,0,50,39,0
11021,52,4,16,2,4,4,4,1,0,0,57,39,1
11022,20,4,10,4,1,3,4,0,0,0,4,39,0
11023,60,1,9,2,13,4,4,1,0,1977,40,39,1
11024,45,4,12,0,7,3,4,1,0,0,40,39,0
11025,48,4,13,2,4,4,4,1,7298,0,60,39,1
11026,28,4,13,2,12,4,4,1,0,0,60,39,1
11027,61,0,15,2,0,4,4,1,0,0,40,39,1
11028,48,2,10,2,4,4,4,1,0,0,40,39,0
11029,32,4,10,2,13,4,4,1,0,0,45,39,0
11030,27,6,9,4,3,0,4,1,0,0,30,39,0
11031,38,4,13,2,8,4,4,1,0,0,35,26,0
11032,33,4,3,3,14,1,3,1,0,0,20,8,0
11033,43,4,14,0,4,0,4,0,0,0,50,39,1
11034,36,4,9,5,14,2,4,1,0,0,60,26,0
11035,38,4,7,2,14,4,4,1,0,0,40,39,0
11036,24,2,9,4,13,0,4,0,0,0,40,39,0
11037,22,4,6,4,3,3,4,1,0,0,40,39,0
11038,30,4,13,4,8,0,4,1,0,0,40,39,0
11039,55,0,14,2,0,4,4,1,0,0,40,39,1
11040,46,6,15,2,4,4,4,1,15024,0,55,39,1
11041,39,7,9,2,11,4,4,1,0,0,50,39,0
11042,50,4,9,2,7,4,4,1,0,1485,40,39,0
11043,34,4,11,3,1,1,4,0,0,974,40,39,0
11044,47,7,13,2,10,4,4,1,0,0,60,39,1
11045,46,4,9,2,12,4,4,1,0,0,40,39,0
11046,23,0,9,4,0,3,4,1,0,0,60,39,0
11047,43,4,10,0,13,3,4,0,0,1617,72,39,0
11048,45,4,9,0,7,1,4,1,0,0,40,39,0
11049,55,4,13,2,3,2,4,1,0,0,40,39,0
11050,68,4,9,2,3,4,4,1,0,0,8,39,0
11051,39,4,11,2,7,4,4,1,0,0,40,39,0
11052,39,4,9,0,5,0,4,0,0,0,40,39,0
11053,37,4,13,4,3,0,4,1,0,0,40,39,0
11054,19,4,10,4,14,3,4,1,0,0,40,39,0
11055,20,4,7,4,3,3,4,1,0,0,20,39,0
11056,49,0,11,3,0,1,4,0,0,0,40,39,0
11057,33,4,10,2,3,4,4,1,0,0,40,39,0
11058,21,4,9,4,8,0,4,1,0,0,35,39,0
11059,72,0,13,2,0,4,4,1,0,0,3,39,0
11060,58,2,14,6,10,1,4,1,0,0,35,39,1
11061,43,5,9,4,4,0,2,1,0,0,55,39,0
11062,62,4,7,5,8,0,2,0,0,0,21,39,0
11063,21,4,10,4,5,3,4,1,0,0,20,39,0
11064,26,4,10,2,4,4,4,1,0,0,60,39,0
11065,27,4,5,2,3,4,4,1,0,0,40,39,0
11066,34,4,10,2,10,4,4,1,0,1902,38,39,1
11067,49,2,9,0,8,1,4,0,0,0,40,39,0
11068,28,4,9,4,10,2,4,0,0,0,40,39,0
11069,34,6,13,2,10,4,2,1,0,1887,48,39,1
11070,29,4,10,2,1,5,4,0,0,0,40,39,1
11071,58,4,6,2,14,4,4,1,0,0,50,39,1
11072,45,5,9,0,4,0,4,0,0,0,40,39,0
11073,47,6,13,4,3,0,4,0,0,0,40,39,0
11074,53,4,9,2,3,4,4,1,0,0,40,39,1
11075,52,2,6,2,3,4,4,1,5013,0,40,39,0
11076,47,4,7,0,8,1,4,0,0,0,15,39,0
11077,36,2,13,2,10,4,4,1,0,1887,40,39,1
11078,48,4,13,2,4,4,4,1,7688,0,65,39,1
11079,35,4,10,2,4,4,4,1,0,0,40,39,1
11080,49,4,13,2,4,4,4,1,0,1902,50,39,1
11081,43,4,10,2,14,4,4,1,0,0,45,39,0
11082,33,4,13,2,4,4,4,1,0,0,50,11,1
11083,49,2,12,2,1,4,4,1,0,0,40,39,0
11084,17,4,6,4,8,0,4,1,0,0,20,8,0
11085,28,0,10,0,0,0,4,0,0,0,30,39,0
11086,25,4,13,4,13,0,4,1,0,0,40,39,0
11087,69,0,5,2,0,4,4,1,0,0,20,39,0
11088,41,6,11,0,12,0,4,1,0,0,60,39,0
11089,31,4,13,2,1,4,4,1,0,0,40,39,1
11090,57,4,14,0,4,1,4,1,0,0,40,39,1
11091,49,4,10,2,10,4,4,1,0,1848,44,39,1
11092,40,4,13,2,10,4,4,1,0,0,40,39,1
11093,55,4,11,2,10,4,4,1,0,1977,50,11,1
11094,47,4,10,0,4,0,4,1,0,0,60,39,0
11095,50,4,8,0,14,0,4,1,0,0,40,39,0
11096,36,4,13,4,10,3,4,1,0,0,50,39,0
11097,17,4,7,4,6,3,4,1,0,0,25,39,0
11098,30,2,9,2,11,4,4,1,0,0,40,39,1
11099,79,0,9,2,0,4,4,1,0,0,40,39,0
11100,42,4,9,2,7,4,4,1,0,0,40,39,1
11101,67,6,9,2,5,4,4,1,0,0,50,39,0
11102,36,4,9,2,7,4,4,1,0,0,45,39,1
11103,35,4,14,2,4,4,4,1,0,0,50,39,1
11104,27,4,13,4,10,0,4,0,0,0,40,39,0
11105,21,4,4,4,7,3,4,1,0,0,40,39,0
11106,46,4,9,2,10,4,4,1,0,0,40,39,0
11107,45,4,13,2,12,4,4,1,0,1902,45,39,1
11108,20,4,7,4,13,2,4,1,0,0,40,39,0
11109,17,4,7,4,8,3,4,1,0,0,20,39,0
11110,40,4,10,0,8,0,2,1,4787,0,50,39,1
11111,28,4,13,2,4,4,4,1,0,0,40,39,1
11112,33,4,7,4,3,3,4,1,0,0,40,39,0
11113,55,4,9,0,12,0,4,0,0,0,40,39,0
11114,55,6,10,2,3,4,4,1,0,0,50,39,0
11115,47,4,9,5,3,1,2,0,0,0,40,39,0
11116,52,5,14,2,10,4,4,1,15024,0,60,39,1
11117,29,4,10,4,12,1,4,0,0,0,40,39,0
11118,36,4,3,4,8,0,4,1,0,0,35,39,0
11119,37,4,13,5,8,0,4,1,0,0,70,9,0
11120,41,1,9,4,1,0,4,0,0,1980,40,39,0
11121,43,4,10,2,7,4,4,1,0,0,48,39,1
11122,24,4,4,2,5,4,4,1,2105,0,50,39,0
11123,39,1,13,4,10,0,4,0,0,0,60,39,0
11124,47,6,13,2,4,4,4,1,0,0,50,39,0
11125,42,4,9,0,4,1,4,0,0,0,45,39,0
11126,39,4,9,4,3,3,4,1,0,2258,42,39,1
11127,48,2,13,0,10,1,4,0,0,0,60,39,0
11128,47,2,14,2,4,4,2,1,0,1977,50,39,1
11129,27,4,6,2,6,4,4,1,0,0,40,39,0
11130,29,4,9,2,3,4,4,1,0,0,40,7,0
11131,22,4,11,4,8,0,4,0,0,0,30,39,0
11132,37,7,9,5,3,0,4,1,0,0,44,39,0
11133,38,4,13,2,4,4,4,1,0,0,60,39,0
11134,32,4,1,2,7,5,1,0,4508,0,40,1,0
11135,48,2,14,0,10,1,4,0,0,0,80,39,0
11136,46,6,9,2,4,5,4,0,0,0,50,39,0
11137,51,4,9,4,8,0,2,0,0,0,38,39,0
11138,28,5,13,2,4,4,4,1,5013,0,55,39,0
11139,35,4,9,2,1,4,4,1,0,0,40,39,0
11140,18,4,7,4,3,3,4,1,0,0,30,39,0
11141,45,4,9,5,3,1,2,0,0,0,40,39,0
11142,36,6,9,4,14,3,4,1,0,0,40,39,0
11143,73,4,10,6,9,1,4,0,0,0,10,39,0
11144,52,4,13,2,4,4,4,1,0,0,40,39,0
11145,17,4,6,4,8,3,4,0,0,0,40,39,0
11146,29,1,11,2,3,4,4,1,0,0,40,39,1
11147,31,4,9,2,1,5,4,0,0,0,40,0,1
11148,20,4,10,4,5,3,4,1,0,0,10,39,0
11149,42,4,9,2,3,4,4,1,5178,0,40,39,1
11150,37,4,10,5,8,2,4,0,0,0,40,39,0
11151,40,4,9,2,14,4,4,1,0,0,40,39,0
11152,32,4,12,2,1,4,4,1,0,0,45,39,1
11153,29,4,14,2,10,4,4,1,0,0,55,39,1
11154,20,4,10,4,7,3,4,0,0,0,40,39,0
11155,26,4,7,2,1,4,4,1,0,0,40,39,1
11156,25,4,13,4,10,0,4,1,3674,0,30,39,0
11157,37,4,9,2,13,4,4,1,0,0,80,39,1
11158,18,0,8,4,0,3,4,0,0,0,24,39,0
11159,33,0,10,2,0,5,4,0,0,0,50,39,0
11160,26,4,10,2,3,4,4,1,0,0,40,33,0
11161,24,4,9,4,12,3,4,0,0,0,30,39,0
11162,33,4,9,2,8,3,4,0,0,0,25,39,0
11163,23,4,9,4,3,3,0,1,0,0,40,39,0
11164,20,0,6,4,0,3,2,1,0,0,40,39,0
11165,36,4,10,4,12,0,4,1,0,0,50,39,0
11166,37,4,13,6,10,0,4,0,0,0,50,39,0
11167,24,4,11,4,7,3,4,1,0,0,35,39,0
11168,38,4,12,2,3,4,4,1,0,0,50,39,1
11169,50,4,13,0,10,1,4,0,0,0,45,39,0
11170,44,4,7,2,1,4,4,1,0,0,40,39,1
11171,46,4,9,2,7,4,4,1,0,1887,40,39,1
11172,57,4,10,4,3,0,2,0,0,0,40,39,0
11173,37,4,9,2,3,4,4,1,0,0,70,39,0
11174,44,4,9,0,7,0,4,1,0,0,55,39,0
11175,21,4,10,4,8,3,4,0,0,0,30,39,0
11176,31,4,9,2,3,4,4,1,0,0,40,39,1
11177,32,4,11,2,10,4,4,1,7298,0,42,39,1
11178,45,4,9,3,8,1,2,0,0,0,60,39,1
11179,20,2,9,4,6,3,4,1,0,0,40,39,0
11180,52,4,9,5,9,0,4,0,0,0,50,39,0
11181,47,6,9,2,4,4,4,1,0,0,25,39,0
11182,41,4,10,2,1,5,4,0,0,0,40,39,0
11183,40,4,10,2,12,4,4,1,0,0,60,39,1
11184,41,7,13,2,10,5,4,0,0,0,40,39,1
11185,46,4,13,2,4,4,4,1,0,1902,50,39,1
11186,49,4,9,2,7,5,4,0,0,0,40,39,0
11187,65,4,10,0,1,1,4,0,0,0,40,0,0
11188,50,4,9,2,7,2,1,0,0,0,40,3,0
11189,59,4,9,2,14,4,4,1,0,0,40,39,1
11190,18,4,10,4,1,3,4,0,0,0,25,39,0
11191,47,2,14,2,10,4,4,1,7688,0,45,39,1
11192,47,0,9,2,0,4,4,1,5178,0,30,2,1
11193,45,4,9,2,7,4,4,1,0,0,45,39,1
11194,17,4,7,4,12,3,4,0,0,0,40,39,0
11195,45,5,9,2,12,4,4,1,0,0,32,39,1
11196,73,4,7,2,7,4,4,1,0,0,40,39,0
11197,48,4,6,2,7,4,2,1,0,0,40,39,0
11198,64,0,9,2,0,5,4,0,0,0,20,39,0
11199,38,7,12,4,4,0,4,1,0,0,60,39,0
11200,37,1,9,2,1,4,4,1,0,0,50,39,1
11201,62,5,9,2,4,4,2,1,20051,0,72,39,1
11202,26,4,9,4,1,0,2,1,0,0,40,39,0
11203,46,5,14,2,4,5,4,0,0,0,50,39,1
11204,46,4,14,2,13,4,4,1,0,1977,40,39,1
11205,51,4,9,0,1,1,4,0,4787,0,24,39,1
11206,54,1,10,0,1,0,4,0,0,0,40,39,0
11207,65,4,10,2,4,4,4,1,0,0,40,39,0
11208,29,4,12,2,3,4,4,1,0,0,45,39,0
11209,37,4,9,2,8,4,4,1,0,0,40,39,0
11210,36,6,16,5,10,1,4,0,0,0,10,2,0
11211,60,6,9,0,3,0,4,1,0,0,50,39,1
11212,33,4,13,4,6,0,4,1,0,2001,40,39,0
11213,62,4,9,6,1,0,4,0,0,0,20,11,0
11214,20,4,9,4,1,0,4,0,0,0,40,39,0
11215,37,4,9,4,13,0,4,0,14084,0,35,39,1
11216,66,4,14,2,10,4,4,1,2936,0,20,39,0
11217,32,0,12,4,0,1,4,1,0,0,20,39,0
11218,29,7,10,2,1,4,4,1,0,0,40,39,0
11219,70,5,10,2,12,4,4,1,10566,0,40,39,0
11220,74,4,9,2,8,4,4,1,0,0,15,39,0
11221,37,2,9,2,3,4,4,1,0,0,40,0,0
11222,51,6,9,2,3,4,4,1,0,0,40,39,0
11223,50,4,10,2,14,4,4,1,0,0,50,39,0
11224,42,4,9,4,12,0,4,1,0,0,60,39,1
11225,26,4,13,4,10,0,4,1,0,0,70,39,0
11226,27,2,10,4,11,0,4,1,0,2231,40,39,1
11227,58,6,9,0,4,0,4,1,0,0,70,39,0
11228,30,0,10,5,0,0,4,1,0,0,60,39,0
11229,32,4,13,4,10,0,4,1,0,1876,50,39,0
11230,66,5,9,2,12,4,4,1,0,1825,10,39,1
11231,23,4,10,4,12,3,4,1,0,0,45,39,0
11232,35,4,9,2,7,4,4,1,0,0,44,39,0
11233,50,4,13,2,3,4,4,1,0,0,50,39,0
11234,17,0,7,4,0,3,4,0,0,0,40,39,0
11235,35,4,9,0,3,1,4,0,0,0,48,39,0
11236,31,4,9,4,1,0,4,0,0,0,50,39,0
11237,30,4,7,4,6,3,4,1,0,0,49,39,0
11238,84,5,10,2,12,4,4,1,0,0,35,39,1
11239,35,6,9,4,3,0,2,1,0,0,40,39,0
11240,45,6,11,2,5,4,4,1,0,0,50,39,1
11241,46,4,9,4,3,3,4,1,0,0,40,39,0
11242,50,2,10,2,5,4,4,1,0,0,40,26,0
11243,37,4,7,4,7,0,4,1,0,0,40,39,0
11244,32,4,9,0,8,3,4,0,0,0,40,39,0
11245,53,5,13,2,4,4,4,1,0,1902,48,39,1
11246,27,1,10,2,13,4,4,1,0,0,40,39,1
11247,22,4,9,2,14,4,4,1,0,0,40,39,0
11248,29,4,13,2,13,4,4,1,0,0,40,39,0
11249,35,4,9,2,12,4,4,1,0,0,44,39,0
11250,38,4,10,2,6,5,4,0,0,0,35,39,0
11251,29,4,4,2,5,4,4,1,0,0,40,39,0
11252,26,4,10,4,6,2,1,1,0,0,44,30,0
11253,34,4,15,4,10,0,1,0,0,0,40,39,0
11254,31,4,11,2,3,4,4,1,0,0,40,39,1
11255,30,4,10,2,3,4,4,1,0,2051,40,39,0
11256,20,4,10,4,8,3,4,1,0,0,40,39,0
11257,37,4,14,0,10,1,4,1,0,0,48,39,0
11258,32,4,9,2,1,5,4,0,0,0,20,39,0
11259,36,4,12,0,12,1,4,0,0,0,40,39,0
11260,54,4,14,2,10,4,1,1,7298,0,40,19,1
11261,78,0,4,2,0,4,4,1,0,0,40,32,0
11262,46,6,10,0,4,1,4,0,0,0,50,39,0
11263,18,4,9,4,12,3,0,0,0,0,20,39,0
11264,57,4,10,2,11,4,4,1,0,0,50,39,0
11265,37,4,9,2,6,4,4,1,0,0,40,39,0
11266,43,4,9,2,3,4,4,1,0,0,40,39,1
11267,45,4,9,4,4,0,2,0,0,0,40,39,0
11268,32,4,10,0,1,1,4,0,0,0,40,39,0
11269,38,1,9,2,1,4,4,1,0,0,40,39,0
11270,25,4,12,4,13,0,4,0,0,2001,30,39,0
11271,70,4,10,0,5,0,1,1,0,0,40,40,0
11272,40,4,10,2,7,4,4,1,0,0,50,39,1
11273,40,6,9,0,3,0,4,1,0,0,40,39,0
11274,20,4,9,4,3,1,4,1,0,0,40,39,0
11275,29,4,9,2,4,4,4,1,0,0,40,39,1
11276,24,4,11,4,3,0,4,1,0,0,55,39,0
11277,28,4,11,4,4,3,2,0,0,0,40,39,0
11278,58,4,6,0,14,0,2,1,0,0,50,39,0
11279,38,4,13,0,1,1,1,0,0,213,40,30,0
11280,59,6,10,6,5,0,4,0,6849,0,40,39,0
11281,18,4,7,4,1,3,4,0,0,0,15,39,0
11282,40,4,9,2,7,4,4,1,0,0,40,39,0
11283,39,5,14,2,4,4,4,1,0,0,50,39,0
11284,35,4,13,2,4,4,1,1,0,1887,50,0,1
11285,45,4,9,3,3,0,4,1,0,0,72,26,0
11286,62,0,13,0,0,0,4,1,0,0,5,39,0
11287,24,7,9,4,1,1,2,0,0,0,20,39,0
11288,22,4,10,4,1,3,2,1,0,0,30,6,0
11289,23,4,13,2,4,4,4,1,0,0,40,39,0
11290,39,6,10,5,3,0,4,1,0,0,60,39,1
11291,28,4,11,4,13,3,4,0,0,0,38,39,0
11292,51,4,7,2,12,4,4,1,4386,0,30,39,1
11293,44,4,13,4,1,3,4,0,0,0,37,39,0
11294,73,0,2,2,0,4,4,1,0,0,40,32,0
11295,24,4,9,2,5,4,2,1,0,0,35,39,0
11296,24,4,7,2,12,4,4,1,0,0,40,39,0
11297,52,4,2,2,3,4,3,1,0,0,50,33,0
11298,43,4,9,4,6,0,4,1,0,0,40,39,0
11299,67,5,8,2,4,4,4,1,0,0,20,39,0
11300,31,4,8,4,6,0,2,1,0,0,40,0,0
11301,36,4,9,2,3,4,4,1,7688,0,50,39,1
11302,43,4,12,2,14,4,4,1,0,0,40,39,0
11303,31,4,4,0,6,2,4,1,0,0,70,39,0
11304,23,4,10,4,1,3,2,1,0,0,20,14,0
11305,26,4,13,4,6,3,4,1,0,0,40,39,0
11306,48,4,10,2,10,4,4,1,0,0,40,39,0
11307,40,4,10,2,3,4,4,1,0,0,44,39,0
11308,55,2,15,0,10,0,4,0,0,0,39,39,0
11309,49,4,9,2,3,4,4,1,0,0,45,39,1
11310,34,4,13,4,8,0,4,0,0,0,15,39,0
11311,29,4,9,4,1,3,2,0,0,0,60,39,0
11312,50,4,13,0,1,0,4,0,0,0,8,39,0
11313,19,4,10,4,12,3,4,0,0,0,9,39,0
11314,63,7,16,2,4,4,4,1,0,1902,50,39,1
11315,66,4,13,2,3,4,1,1,0,0,30,30,0
11316,65,0,10,6,0,0,1,0,0,0,6,39,0
11317,60,4,11,0,8,0,4,1,0,0,20,39,0
11318,60,4,9,0,8,1,4,0,0,0,38,39,0
11319,19,4,9,4,13,3,4,1,0,0,40,39,0
11320,26,5,9,2,4,4,4,1,0,0,60,39,0
11321,75,6,10,2,3,4,2,1,0,1735,40,39,0
